date,tag,count
2009-08-02,jquery,6
2009-08-02,html,10
2009-08-02,php,18
2009-08-02,sql,10
2009-08-03,mysql,9
2009-08-03,java,17
2009-08-03,css,2
2009-08-03,python,10
2009-08-03,sql,4
2009-08-03,c#,100
2009-08-03,asp.net,30
2009-08-03,c++,33
2009-08-03,c,21
2009-08-03,html,7
2009-08-03,javascript,17
2009-08-03,php,51
2009-08-03,jquery,14
2009-08-04,c++,19
2009-08-04,mysql,7
2009-08-04,c,6
2009-08-04,c#,72
2009-08-04,html,12
2009-08-04,javascript,13
2009-08-04,jquery,23
2009-08-04,python,11
2009-08-04,java,34
2009-08-04,sql,31
2009-08-04,asp.net,17
2009-08-04,css,16
2009-08-04,php,24
2009-08-05,jquery,27
2009-08-05,css,22
2009-08-05,java,50
2009-08-05,c,25
2009-08-05,c++,24
2009-08-05,asp.net,25
2009-08-05,html,21
2009-08-05,mysql,12
2009-08-05,python,18
2009-08-05,php,25
2009-08-05,c#,72
2009-08-05,sql,15
2009-08-05,javascript,38
2009-08-06,c++,33
2009-08-06,java,34
2009-08-06,html,10
2009-08-06,mysql,16
2009-08-06,python,5
2009-08-06,sql,7
2009-08-06,jquery,26
2009-08-06,javascript,26
2009-08-06,c#,56
2009-08-06,php,17
2009-08-06,c,32
2009-08-06,ios,3
2009-08-06,css,14
2009-08-06,asp.net,21
2009-08-07,mysql,19
2009-08-07,html,15
2009-08-07,c#,68
2009-08-07,css,1
2009-08-07,sql,27
2009-08-07,php,37
2009-08-07,java,40
2009-08-07,c,9
2009-08-07,c++,39
2009-08-07,asp.net,24
2009-08-07,python,16
2009-08-07,javascript,22
2009-08-07,ios,2
2009-08-07,jquery,5
2009-08-08,mysql,5
2009-08-08,asp.net,14
2009-08-08,c++,7
2009-08-08,c#,15
2009-08-08,python,7
2009-08-08,css,1
2009-08-08,jquery,10
2009-08-08,sql,8
2009-08-08,html,6
2009-08-08,c,2
2009-08-08,java,11
2009-08-08,php,14
2009-08-08,javascript,7
2009-08-09,jquery,23
2009-08-09,java,23
2009-08-09,css,3
2009-08-09,c++,11
2009-08-09,c#,33
2009-08-09,php,24
2009-08-09,c,17
2009-08-09,asp.net,7
2009-08-09,javascript,13
2009-08-09,mysql,7
2009-08-09,android,1
2009-08-09,sql,5
2009-08-09,python,3
2009-08-09,html,4
2009-08-10,asp.net,19
2009-08-10,c#,72
2009-08-10,mysql,29
2009-08-10,java,39
2009-08-10,javascript,30
2009-08-10,android,2
2009-08-10,python,14
2009-08-10,sql,12
2009-08-10,c,15
2009-08-10,jquery,11
2009-08-10,css,12
2009-08-10,php,34
2009-08-10,c++,46
2009-08-10,html,16
2009-08-11,javascript,18
2009-08-11,android,3
2009-08-11,php,47
2009-08-11,c#,77
2009-08-11,java,27
2009-08-11,c++,31
2009-08-11,python,8
2009-08-11,jquery,9
2009-08-11,mysql,9
2009-08-11,sql,13
2009-08-11,css,1
2009-08-11,c,20
2009-08-11,html,6
2009-08-11,asp.net,29
2009-08-12,c,6
2009-08-12,ios,5
2009-08-12,android,3
2009-08-12,sql,25
2009-08-12,c++,11
2009-08-12,c#,60
2009-08-12,javascript,26
2009-08-12,html,13
2009-08-12,jquery,13
2009-08-12,python,31
2009-08-12,css,8
2009-08-12,asp.net,22
2009-08-12,php,32
2009-08-12,mysql,14
2009-08-12,java,32
2009-08-13,c#,54
2009-08-13,html,16
2009-08-13,c++,33
2009-08-13,java,64
2009-08-13,sql,42
2009-08-13,android,5
2009-08-13,c,23
2009-08-13,php,30
2009-08-13,css,5
2009-08-13,javascript,29
2009-08-13,python,26
2009-08-13,mysql,11
2009-08-13,jquery,28
2009-08-13,asp.net,24
2009-08-14,javascript,35
2009-08-14,asp.net,15
2009-08-14,css,14
2009-08-14,c#,87
2009-08-14,c++,32
2009-08-14,mysql,25
2009-08-14,jquery,20
2009-08-14,php,36
2009-08-14,java,50
2009-08-14,c,7
2009-08-14,sql,18
2009-08-14,html,17
2009-08-14,android,2
2009-08-14,python,11
2009-08-15,html,3
2009-08-15,php,16
2009-08-15,jquery,10
2009-08-15,sql,12
2009-08-15,mysql,21
2009-08-15,javascript,10
2009-08-15,c++,4
2009-08-15,java,12
2009-08-15,python,11
2009-08-15,asp.net,5
2009-08-15,c#,18
2009-08-15,css,4
2009-08-16,c,12
2009-08-16,mysql,11
2009-08-16,c#,26
2009-08-16,jquery,9
2009-08-16,python,6
2009-08-16,ios,2
2009-08-16,java,2
2009-08-16,asp.net,4
2009-08-16,c++,7
2009-08-16,php,15
2009-08-16,css,1
2009-08-16,sql,6
2009-08-16,android,1
2009-08-16,javascript,13
2009-08-17,java,58
2009-08-17,c#,69
2009-08-17,mysql,8
2009-08-17,c,29
2009-08-17,javascript,11
2009-08-17,asp.net,19
2009-08-17,php,24
2009-08-17,android,7
2009-08-17,sql,10
2009-08-17,jquery,11
2009-08-17,css,15
2009-08-17,html,20
2009-08-17,python,20
2009-08-17,c++,16
2009-08-18,sql,45
2009-08-18,c#,90
2009-08-18,javascript,41
2009-08-18,ios,2
2009-08-18,mysql,24
2009-08-18,android,6
2009-08-18,python,15
2009-08-18,html,22
2009-08-18,c++,15
2009-08-18,java,27
2009-08-18,css,21
2009-08-18,php,30
2009-08-18,jquery,18
2009-08-18,asp.net,22
2009-08-18,c,16
2009-08-19,java,35
2009-08-19,c++,18
2009-08-19,c#,74
2009-08-19,jquery,17
2009-08-19,sql,17
2009-08-19,php,50
2009-08-19,html,16
2009-08-19,asp.net,21
2009-08-19,c,4
2009-08-19,javascript,24
2009-08-19,mysql,17
2009-08-19,python,27
2009-08-19,css,7
2009-08-20,mysql,17
2009-08-20,java,46
2009-08-20,css,17
2009-08-20,c#,58
2009-08-20,jquery,21
2009-08-20,html,7
2009-08-20,php,56
2009-08-20,asp.net,30
2009-08-20,sql,15
2009-08-20,c,9
2009-08-20,c++,20
2009-08-20,python,24
2009-08-20,javascript,31
2009-08-20,android,1
2009-08-21,mysql,19
2009-08-21,html,9
2009-08-21,java,47
2009-08-21,php,18
2009-08-21,sql,11
2009-08-21,asp.net,16
2009-08-21,python,25
2009-08-21,c#,36
2009-08-21,jquery,6
2009-08-21,c,4
2009-08-21,javascript,23
2009-08-21,css,14
2009-08-21,c++,26
2009-08-22,php,19
2009-08-22,javascript,22
2009-08-22,c,11
2009-08-22,asp.net,12
2009-08-22,java,26
2009-08-22,sql,20
2009-08-22,jquery,7
2009-08-22,mysql,9
2009-08-22,html,4
2009-08-22,python,5
2009-08-22,css,6
2009-08-22,c#,15
2009-08-22,c++,23
2009-08-23,python,13
2009-08-23,asp.net,9
2009-08-23,mysql,7
2009-08-23,javascript,24
2009-08-23,html,2
2009-08-23,sql,5
2009-08-23,jquery,16
2009-08-23,php,13
2009-08-23,c,4
2009-08-23,c++,14
2009-08-23,java,14
2009-08-23,c#,22
2009-08-24,mysql,15
2009-08-24,c,4
2009-08-24,sql,16
2009-08-24,css,3
2009-08-24,android,3
2009-08-24,php,26
2009-08-24,html,7
2009-08-24,javascript,9
2009-08-24,jquery,16
2009-08-24,java,28
2009-08-24,c#,63
2009-08-24,c++,23
2009-08-24,asp.net,21
2009-08-24,python,15
2009-08-25,javascript,28
2009-08-25,asp.net,41
2009-08-25,jquery,17
2009-08-25,php,27
2009-08-25,sql,12
2009-08-25,html,11
2009-08-25,c,10
2009-08-25,c#,60
2009-08-25,mysql,7
2009-08-25,c++,18
2009-08-25,css,15
2009-08-25,python,3
2009-08-25,android,3
2009-08-25,java,52
2009-08-26,html,13
2009-08-26,sql,5
2009-08-26,mysql,10
2009-08-26,java,32
2009-08-26,c#,91
2009-08-26,asp.net,24
2009-08-26,javascript,38
2009-08-26,css,11
2009-08-26,python,15
2009-08-26,c++,47
2009-08-26,c,22
2009-08-26,jquery,24
2009-08-26,php,39
2009-08-27,android,2
2009-08-27,java,56
2009-08-27,mysql,7
2009-08-27,python,22
2009-08-27,css,19
2009-08-27,c,18
2009-08-27,c++,41
2009-08-27,sql,2
2009-08-27,c#,74
2009-08-27,php,32
2009-08-27,jquery,18
2009-08-27,html,18
2009-08-27,javascript,16
2009-08-27,asp.net,16
2009-08-28,html,14
2009-08-28,css,10
2009-08-28,sql,8
2009-08-28,c,9
2009-08-28,jquery,14
2009-08-28,javascript,32
2009-08-28,python,10
2009-08-28,asp.net,39
2009-08-28,php,27
2009-08-28,c#,80
2009-08-28,java,35
2009-08-28,c++,20
2009-08-28,mysql,30
2009-08-29,css,3
2009-08-29,python,10
2009-08-29,c#,25
2009-08-29,php,28
2009-08-29,java,6
2009-08-29,c,13
2009-08-29,c++,20
2009-08-29,android,2
2009-08-29,html,6
2009-08-29,asp.net,8
2009-08-29,mysql,7
2009-08-29,jquery,5
2009-08-29,sql,16
2009-08-29,javascript,12
2009-08-30,c++,12
2009-08-30,mysql,9
2009-08-30,asp.net,7
2009-08-30,java,11
2009-08-30,css,6
2009-08-30,c#,11
2009-08-30,sql,14
2009-08-30,javascript,5
2009-08-30,jquery,6
2009-08-30,php,19
2009-08-30,c,7
2009-08-30,python,15
2009-08-30,android,3
2009-08-31,c++,17
2009-08-31,javascript,18
2009-08-31,c,7
2009-08-31,asp.net,16
2009-08-31,html,11
2009-08-31,php,22
2009-08-31,c#,67
2009-08-31,css,8
2009-08-31,jquery,12
2009-08-31,android,3
2009-08-31,python,12
2009-08-31,sql,7
2009-08-31,java,20
2009-08-31,mysql,15
2009-09-01,sql,23
2009-09-01,css,13
2009-09-01,mysql,19
2009-09-01,java,38
2009-09-01,javascript,23
2009-09-01,python,20
2009-09-01,asp.net,14
2009-09-01,c#,53
2009-09-01,c,3
2009-09-01,html,24
2009-09-01,php,40
2009-09-01,c++,45
2009-09-01,jquery,24
2009-09-02,python,12
2009-09-02,html,8
2009-09-02,c,3
2009-09-02,php,41
2009-09-02,jquery,10
2009-09-02,c#,58
2009-09-02,java,36
2009-09-02,sql,24
2009-09-02,c++,25
2009-09-02,javascript,13
2009-09-02,css,6
2009-09-02,mysql,9
2009-09-02,asp.net,23
2009-09-03,css,4
2009-09-03,html,3
2009-09-03,c++,56
2009-09-03,c,12
2009-09-03,javascript,27
2009-09-03,mysql,24
2009-09-03,php,20
2009-09-03,android,2
2009-09-03,sql,24
2009-09-03,c#,67
2009-09-03,python,17
2009-09-03,java,23
2009-09-03,jquery,15
2009-09-03,asp.net,31
2009-09-04,python,22
2009-09-04,html,5
2009-09-04,mysql,21
2009-09-04,javascript,16
2009-09-04,css,7
2009-09-04,java,34
2009-09-04,asp.net,33
2009-09-04,android,3
2009-09-04,sql,25
2009-09-04,c#,65
2009-09-04,jquery,34
2009-09-04,c,5
2009-09-04,php,43
2009-09-04,c++,11
2009-09-05,asp.net,12
2009-09-05,css,2
2009-09-05,php,23
2009-09-05,c,15
2009-09-05,sql,5
2009-09-05,mysql,10
2009-09-05,python,13
2009-09-05,jquery,9
2009-09-05,c++,11
2009-09-05,javascript,13
2009-09-05,c#,32
2009-09-05,java,7
2009-09-05,html,5
2009-09-06,asp.net,16
2009-09-06,html,13
2009-09-06,jquery,9
2009-09-06,c#,14
2009-09-06,c++,14
2009-09-06,css,5
2009-09-06,java,11
2009-09-06,sql,5
2009-09-06,c,20
2009-09-06,mysql,5
2009-09-06,php,17
2009-09-06,python,14
2009-09-06,javascript,15
2009-09-07,c#,34
2009-09-07,c,16
2009-09-07,android,3
2009-09-07,jquery,14
2009-09-07,html,4
2009-09-07,javascript,20
2009-09-07,python,11
2009-09-07,asp.net,12
2009-09-07,css,9
2009-09-07,c++,16
2009-09-07,sql,22
2009-09-07,mysql,12
2009-09-07,java,22
2009-09-07,php,28
2009-09-08,java,38
2009-09-08,html,22
2009-09-08,asp.net,42
2009-09-08,php,20
2009-09-08,c#,70
2009-09-08,css,11
2009-09-08,c,17
2009-09-08,javascript,32
2009-09-08,c++,41
2009-09-08,mysql,1
2009-09-08,jquery,18
2009-09-08,sql,19
2009-09-08,python,11
2009-09-09,jquery,15
2009-09-09,java,39
2009-09-09,c++,24
2009-09-09,android,2
2009-09-09,asp.net,25
2009-09-09,sql,37
2009-09-09,css,7
2009-09-09,python,20
2009-09-09,javascript,18
2009-09-09,html,16
2009-09-09,c,6
2009-09-09,php,26
2009-09-09,mysql,16
2009-09-09,c#,47
2009-09-10,jquery,25
2009-09-10,java,36
2009-09-10,javascript,20
2009-09-10,c++,18
2009-09-10,c,35
2009-09-10,python,9
2009-09-10,c#,52
2009-09-10,android,3
2009-09-10,html,15
2009-09-10,asp.net,6
2009-09-10,php,31
2009-09-10,sql,25
2009-09-10,mysql,8
2009-09-11,mysql,17
2009-09-11,css,4
2009-09-11,html,3
2009-09-11,jquery,38
2009-09-11,c,9
2009-09-11,c++,27
2009-09-11,c#,51
2009-09-11,android,1
2009-09-11,sql,32
2009-09-11,java,27
2009-09-11,asp.net,32
2009-09-11,javascript,19
2009-09-11,python,18
2009-09-11,php,24
2009-09-12,sql,21
2009-09-12,c#,39
2009-09-12,jquery,12
2009-09-12,css,5
2009-09-12,java,28
2009-09-12,c++,9
2009-09-12,asp.net,3
2009-09-12,mysql,9
2009-09-12,javascript,11
2009-09-12,php,23
2009-09-12,html,18
2009-09-12,python,12
2009-09-12,c,8
2009-09-13,mysql,4
2009-09-13,android,3
2009-09-13,jquery,5
2009-09-13,c++,2
2009-09-13,asp.net,9
2009-09-13,c#,39
2009-09-13,php,19
2009-09-13,html,17
2009-09-13,css,10
2009-09-13,java,22
2009-09-13,sql,14
2009-09-13,python,8
2009-09-13,javascript,18
2009-09-14,html,3
2009-09-14,python,31
2009-09-14,c#,66
2009-09-14,asp.net,17
2009-09-14,sql,28
2009-09-14,css,7
2009-09-14,jquery,19
2009-09-14,c,7
2009-09-14,mysql,10
2009-09-14,javascript,8
2009-09-14,php,27
2009-09-14,c++,15
2009-09-14,java,25
2009-09-15,python,20
2009-09-15,asp.net,18
2009-09-15,css,9
2009-09-15,c,21
2009-09-15,javascript,29
2009-09-15,java,47
2009-09-15,c#,64
2009-09-15,jquery,11
2009-09-15,php,24
2009-09-15,html,18
2009-09-15,sql,27
2009-09-15,c++,25
2009-09-15,mysql,14
2009-09-16,c,23
2009-09-16,html,25
2009-09-16,mysql,11
2009-09-16,android,2
2009-09-16,javascript,33
2009-09-16,jquery,29
2009-09-16,python,15
2009-09-16,css,4
2009-09-16,sql,24
2009-09-16,java,20
2009-09-16,php,41
2009-09-16,c#,88
2009-09-16,c++,16
2009-09-16,asp.net,47
2009-09-17,java,29
2009-09-17,jquery,10
2009-09-17,css,2
2009-09-17,android,2
2009-09-17,html,10
2009-09-17,mysql,31
2009-09-17,ios,2
2009-09-17,c,18
2009-09-17,python,15
2009-09-17,javascript,18
2009-09-17,c++,20
2009-09-17,php,50
2009-09-17,asp.net,23
2009-09-17,sql,35
2009-09-17,c#,76
2009-09-18,c,18
2009-09-18,css,12
2009-09-18,c++,21
2009-09-18,java,38
2009-09-18,asp.net,31
2009-09-18,php,34
2009-09-18,python,17
2009-09-18,html,23
2009-09-18,jquery,27
2009-09-18,android,3
2009-09-18,sql,19
2009-09-18,mysql,15
2009-09-18,c#,67
2009-09-18,javascript,26
2009-09-19,jquery,4
2009-09-19,java,16
2009-09-19,php,13
2009-09-19,javascript,6
2009-09-19,css,1
2009-09-19,python,13
2009-09-19,android,2
2009-09-19,c,6
2009-09-19,ios,2
2009-09-19,mysql,12
2009-09-19,c#,32
2009-09-19,sql,4
2009-09-19,html,5
2009-09-19,asp.net,15
2009-09-20,java,6
2009-09-20,android,3
2009-09-20,c,4
2009-09-20,c++,20
2009-09-20,php,29
2009-09-20,html,3
2009-09-20,mysql,9
2009-09-20,c#,11
2009-09-20,asp.net,5
2009-09-20,sql,3
2009-09-20,css,3
2009-09-20,jquery,10
2009-09-20,python,16
2009-09-20,javascript,10
2009-09-21,c#,64
2009-09-21,java,28
2009-09-21,sql,13
2009-09-21,html,6
2009-09-21,javascript,38
2009-09-21,asp.net,32
2009-09-21,c++,22
2009-09-21,ios,3
2009-09-21,php,30
2009-09-21,css,9
2009-09-21,mysql,21
2009-09-21,jquery,20
2009-09-21,python,30
2009-09-21,android,1
2009-09-21,c,22
2009-09-22,c,3
2009-09-22,html,24
2009-09-22,css,13
2009-09-22,python,30
2009-09-22,android,4
2009-09-22,sql,25
2009-09-22,c#,53
2009-09-22,mysql,13
2009-09-22,c++,25
2009-09-22,javascript,26
2009-09-22,java,27
2009-09-22,asp.net,31
2009-09-22,php,32
2009-09-22,jquery,32
2009-09-23,c#,58
2009-09-23,ios,1
2009-09-23,java,25
2009-09-23,javascript,27
2009-09-23,python,23
2009-09-23,html,22
2009-09-23,asp.net,17
2009-09-23,php,37
2009-09-23,jquery,9
2009-09-23,mysql,12
2009-09-23,c++,25
2009-09-23,css,13
2009-09-23,c,7
2009-09-23,sql,17
2009-09-24,asp.net,40
2009-09-24,html,7
2009-09-24,python,17
2009-09-24,jquery,22
2009-09-24,c,27
2009-09-24,javascript,39
2009-09-24,mysql,11
2009-09-24,c++,32
2009-09-24,c#,61
2009-09-24,php,33
2009-09-24,css,12
2009-09-24,sql,29
2009-09-24,java,36
2009-09-25,java,28
2009-09-25,c#,44
2009-09-25,python,20
2009-09-25,c++,28
2009-09-25,mysql,5
2009-09-25,android,1
2009-09-25,jquery,10
2009-09-25,javascript,18
2009-09-25,c,18
2009-09-25,html,14
2009-09-25,sql,27
2009-09-25,ios,3
2009-09-25,css,15
2009-09-25,asp.net,16
2009-09-25,php,12
2009-09-26,ios,2
2009-09-26,java,41
2009-09-26,android,1
2009-09-26,sql,8
2009-09-26,php,24
2009-09-26,jquery,9
2009-09-26,python,9
2009-09-26,javascript,2
2009-09-26,html,8
2009-09-26,c++,16
2009-09-26,c,12
2009-09-26,c#,17
2009-09-26,mysql,6
2009-09-26,css,8
2009-09-27,sql,6
2009-09-27,css,2
2009-09-27,asp.net,5
2009-09-27,c++,25
2009-09-27,html,2
2009-09-27,c#,14
2009-09-27,c,6
2009-09-27,jquery,4
2009-09-27,python,22
2009-09-27,php,6
2009-09-27,mysql,6
2009-09-27,java,12
2009-09-28,python,11
2009-09-28,javascript,16
2009-09-28,asp.net,25
2009-09-28,php,27
2009-09-28,c++,30
2009-09-28,css,6
2009-09-28,sql,13
2009-09-28,java,33
2009-09-28,c#,49
2009-09-28,c,6
2009-09-28,html,14
2009-09-28,jquery,14
2009-09-28,mysql,11
2009-09-29,sql,13
2009-09-29,java,37
2009-09-29,asp.net,22
2009-09-29,css,6
2009-09-29,html,11
2009-09-29,python,9
2009-09-29,javascript,19
2009-09-29,c#,51
2009-09-29,php,38
2009-09-29,android,2
2009-09-29,c,9
2009-09-29,mysql,13
2009-09-29,c++,30
2009-09-29,jquery,12
2009-09-30,mysql,12
2009-09-30,java,42
2009-09-30,sql,27
2009-09-30,php,40
2009-09-30,javascript,11
2009-09-30,c#,57
2009-09-30,c++,12
2009-09-30,python,7
2009-09-30,html,12
2009-09-30,jquery,19
2009-09-30,c,11
2009-09-30,asp.net,29
2009-09-30,css,6
2009-09-30,android,2
2009-10-01,android,4
2009-10-01,asp.net,51
2009-10-01,php,24
2009-10-01,sql,26
2009-10-01,c#,73
2009-10-01,python,17
2009-10-01,java,52
2009-10-01,mysql,8
2009-10-01,css,18
2009-10-01,ios,4
2009-10-01,html,10
2009-10-01,c++,23
2009-10-01,c,1
2009-10-01,javascript,37
2009-10-01,jquery,17
2009-10-02,javascript,24
2009-10-02,css,4
2009-10-02,android,2
2009-10-02,c#,54
2009-10-02,sql,8
2009-10-02,html,10
2009-10-02,java,25
2009-10-02,php,40
2009-10-02,jquery,18
2009-10-02,python,10
2009-10-02,c,16
2009-10-02,c++,6
2009-10-02,mysql,15
2009-10-02,asp.net,25
2009-10-03,c#,20
2009-10-03,javascript,2
2009-10-03,html,4
2009-10-03,asp.net,6
2009-10-03,java,19
2009-10-03,jquery,2
2009-10-03,mysql,2
2009-10-03,python,9
2009-10-03,sql,6
2009-10-03,android,1
2009-10-03,css,3
2009-10-03,c,16
2009-10-03,c++,41
2009-10-03,php,15
2009-10-04,javascript,4
2009-10-04,sql,5
2009-10-04,php,21
2009-10-04,python,10
2009-10-04,mysql,21
2009-10-04,c#,4
2009-10-04,c,5
2009-10-04,jquery,6
2009-10-04,html,11
2009-10-04,c++,16
2009-10-04,java,29
2009-10-04,css,9
2009-10-04,asp.net,5
2009-10-05,c,4
2009-10-05,java,22
2009-10-05,php,17
2009-10-05,mysql,12
2009-10-05,sql,18
2009-10-05,c++,12
2009-10-05,css,11
2009-10-05,c#,86
2009-10-05,javascript,31
2009-10-05,jquery,21
2009-10-05,asp.net,39
2009-10-05,html,15
2009-10-05,android,4
2009-10-05,python,9
2009-10-06,html,6
2009-10-06,java,29
2009-10-06,c++,18
2009-10-06,jquery,22
2009-10-06,css,10
2009-10-06,asp.net,26
2009-10-06,c,8
2009-10-06,php,54
2009-10-06,mysql,6
2009-10-06,c#,87
2009-10-06,python,17
2009-10-06,sql,29
2009-10-06,javascript,32
2009-10-07,java,16
2009-10-07,jquery,37
2009-10-07,c#,84
2009-10-07,c,14
2009-10-07,python,40
2009-10-07,javascript,38
2009-10-07,mysql,6
2009-10-07,android,3
2009-10-07,html,18
2009-10-07,php,38
2009-10-07,c++,39
2009-10-07,sql,18
2009-10-07,css,13
2009-10-07,asp.net,21
2009-10-08,javascript,33
2009-10-08,c++,16
2009-10-08,ios,2
2009-10-08,php,32
2009-10-08,asp.net,49
2009-10-08,sql,12
2009-10-08,html,6
2009-10-08,java,40
2009-10-08,mysql,7
2009-10-08,c,17
2009-10-08,css,4
2009-10-08,python,11
2009-10-08,c#,58
2009-10-08,jquery,28
2009-10-09,php,36
2009-10-09,java,22
2009-10-09,css,7
2009-10-09,c#,64
2009-10-09,c++,49
2009-10-09,javascript,41
2009-10-09,python,31
2009-10-09,sql,12
2009-10-09,mysql,11
2009-10-09,asp.net,46
2009-10-09,c,17
2009-10-09,html,15
2009-10-09,jquery,28
2009-10-10,css,2
2009-10-10,android,2
2009-10-10,mysql,12
2009-10-10,php,10
2009-10-10,html,9
2009-10-10,sql,9
2009-10-10,python,16
2009-10-10,asp.net,6
2009-10-10,jquery,18
2009-10-10,java,23
2009-10-10,javascript,5
2009-10-10,c#,20
2009-10-10,c,7
2009-10-10,c++,18
2009-10-11,asp.net,5
2009-10-11,javascript,15
2009-10-11,jquery,6
2009-10-11,c,7
2009-10-11,php,13
2009-10-11,css,4
2009-10-11,c#,32
2009-10-11,python,8
2009-10-11,java,25
2009-10-11,mysql,2
2009-10-11,c++,57
2009-10-12,python,27
2009-10-12,c,9
2009-10-12,ios,1
2009-10-12,c#,57
2009-10-12,java,24
2009-10-12,html,12
2009-10-12,javascript,34
2009-10-12,css,9
2009-10-12,php,20
2009-10-12,asp.net,19
2009-10-12,sql,7
2009-10-12,mysql,3
2009-10-12,c++,49
2009-10-12,jquery,19
2009-10-12,android,2
2009-10-13,jquery,15
2009-10-13,android,7
2009-10-13,java,34
2009-10-13,css,6
2009-10-13,sql,28
2009-10-13,c,13
2009-10-13,asp.net,46
2009-10-13,c#,81
2009-10-13,c++,28
2009-10-13,mysql,18
2009-10-13,python,7
2009-10-13,html,12
2009-10-13,javascript,12
2009-10-13,php,18
2009-10-14,jquery,7
2009-10-14,ios,4
2009-10-14,javascript,10
2009-10-14,java,28
2009-10-14,css,6
2009-10-14,python,7
2009-10-14,c++,41
2009-10-14,html,3
2009-10-14,c,15
2009-10-14,android,2
2009-10-14,c#,52
2009-10-14,mysql,5
2009-10-14,php,36
2009-10-14,sql,27
2009-10-14,asp.net,8
2009-10-15,c++,54
2009-10-15,c#,75
2009-10-15,python,20
2009-10-15,css,2
2009-10-15,php,41
2009-10-15,android,1
2009-10-15,jquery,30
2009-10-15,mysql,24
2009-10-15,html,18
2009-10-15,c,26
2009-10-15,sql,36
2009-10-15,java,61
2009-10-15,javascript,27
2009-10-15,asp.net,42
2009-10-16,python,18
2009-10-16,asp.net,24
2009-10-16,javascript,30
2009-10-16,html,4
2009-10-16,sql,38
2009-10-16,ios,2
2009-10-16,mysql,43
2009-10-16,php,19
2009-10-16,css,12
2009-10-16,jquery,35
2009-10-16,c,31
2009-10-16,c++,20
2009-10-16,java,30
2009-10-16,c#,51
2009-10-17,java,20
2009-10-17,android,2
2009-10-17,python,9
2009-10-17,c++,20
2009-10-17,jquery,2
2009-10-17,php,25
2009-10-17,javascript,7
2009-10-17,c,3
2009-10-17,mysql,2
2009-10-17,asp.net,12
2009-10-17,css,12
2009-10-17,html,1
2009-10-17,c#,41
2009-10-18,java,25
2009-10-18,c++,16
2009-10-18,asp.net,12
2009-10-18,javascript,31
2009-10-18,php,23
2009-10-18,mysql,6
2009-10-18,css,3
2009-10-18,c#,25
2009-10-18,c,9
2009-10-18,sql,15
2009-10-18,jquery,15
2009-10-18,html,20
2009-10-18,python,14
2009-10-18,android,3
2009-10-19,css,11
2009-10-19,c++,33
2009-10-19,java,39
2009-10-19,android,3
2009-10-19,asp.net,39
2009-10-19,javascript,15
2009-10-19,c,20
2009-10-19,c#,76
2009-10-19,ios,2
2009-10-19,mysql,9
2009-10-19,jquery,5
2009-10-19,python,12
2009-10-19,php,40
2009-10-19,sql,25
2009-10-19,html,19
2009-10-20,asp.net,30
2009-10-20,java,34
2009-10-20,c,7
2009-10-20,c#,87
2009-10-20,c++,34
2009-10-20,python,23
2009-10-20,php,20
2009-10-20,javascript,32
2009-10-20,sql,8
2009-10-20,html,15
2009-10-20,mysql,9
2009-10-20,jquery,23
2009-10-20,android,4
2009-10-21,sql,25
2009-10-21,c#,105
2009-10-21,css,8
2009-10-21,php,43
2009-10-21,html,18
2009-10-21,c++,27
2009-10-21,jquery,20
2009-10-21,c,16
2009-10-21,asp.net,22
2009-10-21,python,17
2009-10-21,mysql,14
2009-10-21,javascript,33
2009-10-21,java,40
2009-10-21,android,4
2009-10-22,javascript,33
2009-10-22,java,37
2009-10-22,php,36
2009-10-22,sql,19
2009-10-22,c,21
2009-10-22,css,2
2009-10-22,html,1
2009-10-22,asp.net,24
2009-10-22,android,3
2009-10-22,c#,90
2009-10-22,mysql,17
2009-10-22,python,32
2009-10-22,c++,44
2009-10-22,jquery,23
2009-10-23,c#,51
2009-10-23,asp.net,16
2009-10-23,python,8
2009-10-23,php,27
2009-10-23,html,19
2009-10-23,css,15
2009-10-23,c,18
2009-10-23,java,32
2009-10-23,c++,34
2009-10-23,mysql,11
2009-10-23,sql,17
2009-10-23,jquery,20
2009-10-23,javascript,40
2009-10-24,c,11
2009-10-24,php,14
2009-10-24,c++,24
2009-10-24,mysql,4
2009-10-24,css,1
2009-10-24,html,2
2009-10-24,javascript,26
2009-10-24,android,6
2009-10-24,c#,44
2009-10-24,python,2
2009-10-24,asp.net,3
2009-10-24,java,16
2009-10-24,sql,9
2009-10-24,jquery,9
2009-10-25,c#,22
2009-10-25,python,30
2009-10-25,html,2
2009-10-25,android,3
2009-10-25,jquery,22
2009-10-25,c,21
2009-10-25,javascript,9
2009-10-25,mysql,4
2009-10-25,java,15
2009-10-25,sql,5
2009-10-25,asp.net,14
2009-10-25,php,22
2009-10-25,c++,4
2009-10-26,c#,59
2009-10-26,c,22
2009-10-26,css,7
2009-10-26,asp.net,13
2009-10-26,python,13
2009-10-26,sql,15
2009-10-26,javascript,19
2009-10-26,c++,35
2009-10-26,html,9
2009-10-26,php,39
2009-10-26,mysql,9
2009-10-26,java,34
2009-10-26,jquery,16
2009-10-27,mysql,24
2009-10-27,sql,36
2009-10-27,c++,20
2009-10-27,php,57
2009-10-27,javascript,28
2009-10-27,jquery,26
2009-10-27,java,24
2009-10-27,c#,76
2009-10-27,python,23
2009-10-27,c,22
2009-10-27,html,17
2009-10-27,android,3
2009-10-27,asp.net,26
